source_id,exam,source_group,source_title,source_type,source_url,local_path,raw_available,markdown_available,module_name,unit_name,captured_at,status,notes
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/01_1-introduction.md,yes,yes,Get started with AI in Azure,Introduction,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_02,ai-901,microsoft-learn-paths,Understand Azure,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/2-what-is-azure/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/02_2-what-is-azure.md,yes,yes,Get started with AI in Azure,Understand Azure,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_03,ai-901,microsoft-learn-paths,Developing AI apps on Azure,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/3-develop-ai-apps/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/03_3-develop-ai-apps.md,yes,yes,Get started with AI in Azure,Developing AI apps on Azure,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_04,ai-901,microsoft-learn-paths,Microsoft Foundry for AI,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/4-microsoft-foundry/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/04_4-microsoft-foundry.md,yes,yes,Get started with AI in Azure,Microsoft Foundry for AI,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_05,ai-901,microsoft-learn-paths,Using Microsoft Foundry endpoints,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/5-endpoints/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/05_5-endpoints.md,yes,yes,Get started with AI in Azure,Using Microsoft Foundry endpoints,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_06,ai-901,microsoft-learn-paths,Exercise - Get started with Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/6-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/06_6-exercise.md,yes,yes,Get started with AI in Azure,Exercise - Get started with Microsoft Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_07,ai-901,microsoft-learn-paths,Knowledge check,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/7-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/07_7-knowledge-check.md,yes,yes,Get started with AI in Azure,Knowledge check,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-in-azure_08,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/8-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/01_get-started-with-ai-in-azure/08_8-summary.md,yes,yes,Get started with AI in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure/01_1-introduction.md,no,yes,Get started with generative AI and agents in Azure,Introduction,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_02,ai-901,microsoft-learn-paths,Generative AI models,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/2-generative-ai-models/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure,no,no,Get started with generative AI and agents in Azure,Generative AI models,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_03,ai-901,microsoft-learn-paths,Using a generative AI model,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/3-using-generative-ai-models/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure,no,no,Get started with generative AI and agents in Azure,Using a generative AI model,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_04,ai-901,microsoft-learn-paths,Creating an agent,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/4-creating-an-agent/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure,no,no,Get started with generative AI and agents in Azure,Creating an agent,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_05,ai-901,microsoft-learn-paths,Exercise - Get started with generative AI and agents in Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/6-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure/05_6-exercise.md,yes,yes,Get started with generative AI and agents in Azure,Exercise - Get started with generative AI and agents in Microsoft Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_06,ai-901,microsoft-learn-paths,Knowledge check,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/7-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure/06_7-knowledge-check.md,no,yes,Get started with generative AI and agents in Azure,Knowledge check,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-generative-ai-and-agents-in-azure_07,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/8-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/02_get-started-with-generative-ai-and-agents-in-azure/07_8-summary.md,yes,yes,Get started with generative AI and agents in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/01_1-introduction.md,yes,yes,Get started with text analysis in Azure,Introduction,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_02,ai-901,microsoft-learn-paths,Understand text analysis in Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/2-azure-language/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/02_2-azure-language.md,yes,yes,Get started with text analysis in Azure,Understand text analysis in Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_03,ai-901,microsoft-learn-paths,Create a client application that analyzes text,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/3-language-sdk/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/03_3-language-sdk.md,yes,yes,Get started with text analysis in Azure,Create a client application that analyzes text,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_04,ai-901,microsoft-learn-paths,Use Azure Language with an agent,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/4-language-mcp/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/04_4-language-mcp.md,yes,yes,Get started with text analysis in Azure,Use Azure Language with an agent,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_05,ai-901,microsoft-learn-paths,Exercise - Get started with text analysis in Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/5-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/05_5-exercise.md,yes,yes,Get started with text analysis in Azure,Exercise - Get started with text analysis in Microsoft Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_06,ai-901,microsoft-learn-paths,Module assessment,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/6-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/06_6-knowledge-check.md,yes,yes,Get started with text analysis in Azure,Module assessment,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-text-analysis-in-azure_07,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/7-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/03_get-started-with-text-analysis-in-azure/07_7-summary.md,yes,yes,Get started with text analysis in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/01_1-introduction.md,yes,yes,Get started with speech in Azure,Introduction,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_02,ai-901,microsoft-learn-paths,Speech recognition,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/2-speech-recognition/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/02_2-speech-recognition.md,yes,yes,Get started with speech in Azure,Speech recognition,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_03,ai-901,microsoft-learn-paths,Speech synthesis,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/3-speech-synthesis/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/03_3-speech-synthesis.md,yes,yes,Get started with speech in Azure,Speech synthesis,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_04,ai-901,microsoft-learn-paths,Creating a speech-capable agent,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/4-voice-live/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/04_4-voice-live.md,yes,yes,Get started with speech in Azure,Creating a speech-capable agent,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_05,ai-901,microsoft-learn-paths,Exercise - Get started with speech in Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/5-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/05_5-exercise.md,yes,yes,Get started with speech in Azure,Exercise - Get started with speech in Microsoft Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_06,ai-901,microsoft-learn-paths,Module assessment,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/6-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/06_6-knowledge-check.md,yes,yes,Get started with speech in Azure,Module assessment,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-speech-in-azure_07,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/7-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/04_get-started-with-speech-in-azure/07_7-summary.md,yes,yes,Get started with speech in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/01_1-introduction.md,yes,yes,Get started with computer vision in Azure,Introduction,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_02,ai-901,microsoft-learn-paths,Multimodal models for image analysis,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/2-vision-enabled-models/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/02_2-vision-enabled-models.md,no,yes,Get started with computer vision in Azure,Multimodal models for image analysis,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_03,ai-901,microsoft-learn-paths,Image generation models,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/3-image-generation/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/03_3-image-generation.md,yes,yes,Get started with computer vision in Azure,Image generation models,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_04,ai-901,microsoft-learn-paths,Video generation models,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/4-video-generation/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/04_4-video-generation.md,yes,yes,Get started with computer vision in Azure,Video generation models,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_05,ai-901,microsoft-learn-paths,Exercise - Get started with computer vision in Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/5-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/05_5-exercise.md,yes,yes,Get started with computer vision in Azure,Exercise - Get started with computer vision in Microsoft Foundry,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_06,ai-901,microsoft-learn-paths,Module assessment,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/6-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/06_6-knowledge-check.md,yes,yes,Get started with computer vision in Azure,Module assessment,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-computer-vision-in-azure_07,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/7-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/05_get-started-with-computer-vision-in-azure/07_7-summary.md,yes,yes,Get started with computer vision in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_01,ai-901,microsoft-learn-paths,Introduction,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/1-introduction/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure,no,no,Get started with AI-powered information extraction in Azure,Introduction,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_02,ai-901,microsoft-learn-paths,Extract information from documents,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/2-documents/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure,no,no,Get started with AI-powered information extraction in Azure,Extract information from documents,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_03,ai-901,microsoft-learn-paths,Extract information from audio and video,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/3-audio-video/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure,no,no,Get started with AI-powered information extraction in Azure,Extract information from audio and video,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_04,ai-901,microsoft-learn-paths,Exercise - Get started with information extraction in Microsoft Foundry,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/4-exercise/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure,no,no,Get started with AI-powered information extraction in Azure,Exercise - Get started with information extraction in Microsoft Foundry,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_05,ai-901,microsoft-learn-paths,Module assessment,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/5-knowledge-check/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure,no,no,Get started with AI-powered information extraction in Azure,Module assessment,2026-05-29T18:53:57Z,incomplete,Copied from local AI-901 Microsoft Learn capture.
get-started-with-ai-applications-and-agents-on-azure_get-started-with-ai-powered-information-extraction-in-azure_06,ai-901,microsoft-learn-paths,Summary,learning-unit,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/6-summary/,microsoft-learn-paths/get-started-with-ai-applications-and-agents-on-azure/modules/06_get-started-with-ai-powered-information-extraction-in-azure/06_6-summary.md,no,yes,Get started with AI-powered information extraction in Azure,Summary,2026-05-29T18:53:57Z,complete,Copied from local AI-901 Microsoft Learn capture.
